UID_01,VARIANT_FLAG,STUDCOUNT,OTHSTUDCOUNT,BIOCHEMICAL_NAME_IMS,HMDB_BIOCHEMICAL_NAME,METABOLON_BIOCHEMICAL_NAME,BIOCHEMICAL_NAME1,BIOCHEMICAL_NAME2,BIOCHEMICAL_NAME3,BIOCHEMICAL_NAME4,BIOCHEMICAL_NAME5,BIOCHEMICAL_NAME6,BIOCHEMICAL_NAME7,BIOCHEMICAL_NAME8,BIOCHEMICAL_NAME9,BIOCHEMICAL_NAME10,BIOCHEMICAL_NAME11,BIOCHEMICAL_NAME12,BIOCHEMICAL_NAME13,BIOCHEMICAL_NAME14,BIOCHEMICAL_NAME15,BIOCHEMICAL_NAME16,BIOCHEMICAL_NAME17,BIOCHEMICAL_NAME18,BIOCHEMICAL_NAME19,BIOCHEMICAL_NAME20,BIOCHEMICAL_NAME21,BIOCHEMICAL_NAME22,BIOCHEMICAL_NAME23,BIOCHEMICAL_NAME24,BIOCHEMICAL_NAME25,BIOCHEMICAL_NAME26,BIOCHEMICAL_NAME27,BIOCHEMICAL_NAME28,BIOCHEMICAL_NAME29,BIOCHEMICAL_NAME30,BIOCHEMICAL_NAME31,BIOCHEMICAL_NAME32,BIOCHEMICAL_NAME33,CHEMICAL_ID1,CHEMICAL_ID2,COMP_ID1,COMP_ID2,COMP_ID3,COMP_ID4,COMP_ID5,COMP_ID6,COMP_ID7,COMP_ID8,COMP_ID9,COMP_ID10,COMP_ID11,COMP_ID12,COMP_ID13,COMP_ID14,COMP_ID15,COMP_ID16,COMP_ID17,COMP_ID18,COMP_ID19,COMP_ID20,COMP_ID21,COMP_ID22,COMP_ID23,COMP_ID24,COMP_ID25,COMP_ID26,COMP_ID27,COMP_ID28,COMP_ID29,COMP_ID30,COMP_ID31,COMP_ID32,COMP_ID33,COMP_ID34,COMP_ID35,COMP_ID36,PUBCHEM1,PUBCHEM2,PUBCHEM3,PUBCHEM4,PUBCHEM5,HMDB_ID1,HMDB_ID2,HMDB_ID3,NCI_METABOLON_NAME1,NCI_METABOLON_NAME2,NCI_METABOLON_NAME3,NCI_METABOLON_NAME4,NCI_METABOLON_NAME5,NCI_METABOLON_NAME6,NCI_METABOLON_NAME7,NCI_METABOLON_NAME8,NCI_METABOLON_NAME9,NCI_METABOLON_NAME10,NCI_METABOLON_NAME11,NCI_METABOLON_NAME12,NCI_METABOLON_NAME13,NCI_METABOLON_NAME14,NCI_METABOLON_NAME15,NCI_METABOLON_NAME16,NCI_METABOLON_NAME17,NCI_METABOLON_NAME18,NCI_METABOLON_NAME19,NCI_METABOLON_NAME20,NCI_METABOLON_NAME21,NCI_METABOLON_NAME22,NCI_METABOLON_NAME23,NCI_METABOLON_NAME24,NCI_METABOLON_NAME25,NCI_METABOLON_NAME26,NCI_METABOLON_NAME27,NCI_METABOLON_NAME28,CAS1,CAS2,CAS3,CAS4,CAS5,INCHI1,INCHI2,INCHIKEY1,INCHIKEY2,CHEBI1,CHEBI2,CHEMSPIDER1,CHEMSPIDER2,CHEMSPIDER3,KEGG1,KEGG2,KEGG3,KEGG4,SUPER_PATHWAY1,SUPER_PATHWAY2,SUPER_PATHWAY3,SUPER_PATHWAY4,SUPER_PATHWAY5,SUB_PATHWAY1,SUB_PATHWAY2,SUB_PATHWAY3,SUB_PATHWAY4,SUB_PATHWAY5,SUB_PATHWAY6,SUB_PATHWAY7,HMDB_CLASS,HMDB_PARENT,HMDB_KINGDOM,HMDB_SUB_CLASS,HMDB_SUPER_CLASS,HMDB_CLASS2,HMDB_PARENT2,HMDB_SUB_CLASS2,HMDB_SUPER_CLASS2,HMDB_BIOCHEMICAL_NAME2,REFMET_NAME,MAIN_CLASS,SUB_CLASS,PRIMARY_CLASS_COMB,SECONDARY_CLASS_COMB,ABC_BROAD_NAME,ARIC_BATCH1_METABOLON_NAME,ARIC_BATCH2_METABOLON_NAME1,ARIC_BATCH2_METABOLON_NAME2,ARIC_BATCH2_METABOLON_NAME3,ARIC_BATCH2_METABOLON_NAME4,CAMP_BIONAME,CAMP_NAME,FENLAND_BIOCRATES_NAME,FENLAND_METABOLON_NAME1,FENLAND_METABOLON_NAME2,FENLAND_METABOLON_NAME3,PLCO_RCC_BROAD_NAME,SHANGHAI_BRAINSHAKE_NAME,SHANGHAI_CHD_METABOLON_NAME,TWINSUK_BIONAME_V3,TWINSUK_BIONAME_V41,TWINSUK_BIONAME_V42,TWINSUK_NAME_V3,TWINSUK_NAME_V41,TWINSUK_NAME_V42,TWINSUK_NAME_V43,VDAART_BIONAME,VDAART_NAME,BRAINSHAKE_NAME,UCLEB_NMR_NAME,HCI_WCMC_NAME,COMMENTS,PLCO_NAME,CPS2M_NAME,BAEPENDI_NAME,CPS2F_NAME,ATBC1_NAME,ATBC2_NAME,ATBC3_NAME,SPA1_NAME,SPA2_NAME,SBR_NAME,HABC_NAME,WHISERUM_NAME,MROS_NAME,BWHHS_NAME,DPP_NAME,COLO_NAME,COPSA_NAME,WIHS_NAME,TWINSUK_NAME,WELL_NAME,CORSA_NAME,ALSPAC_NAME,BIBMOTHER_NAME,BIB_NAME,SABRE_NAME,TWINS_BIOC_NAME,TWINS_BSHK_NAME,TWINSV4_NAME,AIRWAVE_NAME,SMHS_NAME,GENECARD_NAME,ATBC_APR13_NAME,ATBC_DEC13_NAME,ATBC_SEP14_NAME,ARIC_NAME,EPIC_BMRI_NAME,EPIC_LIVER_NAME,EPIC_KIDNEY_NAME,EPIC_BREAST_NAME,EPIC_COLORECT_NAME,EPIC_PROST_NAME,NSHDS_NAME,WOMIN_NAME,WHI2_NAME,ESTONIA_NAME,NHS2_NAME,NHS1_NAME,TMCS_NAME,VDAART_AGE1_NAME,WHI_NAME,CAPS_NAME,CAMP1_NAME,VDAART_HARMFLG,PLCO_HARMFLG,CPS2M_HARMFLG,BAEPENDI_HARMFLG,CPS2F_HARMFLG,ATBC1_HARMFLG,ATBC2_HARMFLG,ATBC3_HARMFLG,SPA1_HARMFLG,SPA2_HARMFLG,SBR_HARMFLG,HABC_HARMFLG,MROS_HARMFLG,BWHHS_HARMFLG,DPP_HARMFLG,COLO_HARMFLG,COPSA_HARMFLG,WIHS_HARMFLG,TWINSUK_HARMFLG,WELL_HARMFLG,CORSA_HARMFLG,ALSPAC_HARMFLG,BIBMOTHER_HARMFLG,BIB_HARMFLG,SABRE_HARMFLG,TWINS_BIOC_HARMFLG,TWINS_BSHK_HARMFLG,TWINSV4_HARMFLG,AIRWAVE_HARMFLG,SMHS_HARMFLG,GENECARD_HARMFLG,ATBC_APR13_HARMFLG,ATBC_DEC13_HARMFLG,ATBC_SEP14_HARMFLG,ARIC_HARMFLG,EPIC_BMRI_HARMFLG,EPIC_LIVER_HARMFLG,EPIC_KIDNEY_HARMFLG,EPIC_BREAST_HARMFLG,NSHDS_HARMFLG,WOMIN_HARMFLG,WHI2_HARMFLG,ESTONIA_HARMFLG,NHS2_HARMFLG,NHS1_HARMFLG,TMCS_HARMFLG,VDAART_AGE1_HARMFLG,WHI_HARMFLG,CAPS_HARMFLG,CAMP1_HARMFLG,ABC_BROAD_HARMFLG,ARIC_BATCH1_METABOLON_HARMFLG,ARIC_BATCH2_METABOLON_HARMFLG1,ARIC_BATCH2_METABOLON_HARMFLG2,ARIC_BATCH2_METABOLON_HARMFLG3,ARIC_BATCH2_METABOLON_HARMFLG4,CAMP_HARMFLG,FENLAND_BIOCRATES_HARMFLG,FENLAND_METABOLON_HARMFLG1,FENLAND_METABOLON_HARMFLG2,FENLAND_METABOLON_HARMFLG3,PLCO_RCC_BROAD_HARMFLG,SHANGHAI_BRAINSHAKE_HARMFLG,SHANGHAI_CHD_METABOLON_HARMFLG,TWINSUK_BIOHARMFLG_V3,TWINSUK_BIOHARMFLG_V41,TWINSUK_BIOHARMFLG_V42,TWINSUK_HARMFLG_V3,TWINSUK_HARMFLG_V41,TWINSUK_HARMFLG_V42,TWINSUK_HARMFLG_V43,BRAINSHAKE_HARMFLG,UCLEB_NMR_HARMFLG,HCI_WCMC_HARMFLG,NCI_METABOLON_HARMFLG,SOURCE_DATE,SOURCE_STUDY,SOURCE_FILE,RETIRED_ID_LIST,RETIRED_FLAG,N_RETIRED,RETIRED_TYPE,RET_COMM,METSUM_ONLY
HMDB12108,0,23,9,LysoPC(17:0),LysoPC(17:0),1-heptadecanoylglycerophosphocholine (1-margaroylglycerophosphocholine (17:0)),1-HEPTADECANOYLGLYCEROPHOSPHOCHOLINE,1-HEPTADECANOYLGLYCEROPHOSPHOCHOLINE(1-MARGAROYLGLYCEROPHOSPHOCHOLINE(17:0)),1-margaroyl-GPC (17:0),1-MARGAROYLGLYCEROPHOSPHOCHOLINE(17:0),Glycerophospholipids lysoPC a C17:0,lysopcac170,"lysopcac170 in plasma, micromole/L",lysoPC a C17:0,Lysophosphatidylcholine (acyl) C17:0,lysoPhosphatidylcholine acyl C17:0  ( lysoPC a C17:0 ),,,,,,,,,,,,,,,,,,,,,,,,100001264,,33957,44682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24779463,,,,,HMDB0012108,,,_1_HEPTADECANOYLGLYCEROPHOSPH,_1_MARGAROYLGLYCEROPHOSPHOCHO,,,,,,,,,,,,,,,,,,,,,,,,,,,50930-23-9,50930-23-9;,,,,"INCHI=1S/C25H52NO7P/C1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/H24,27H,5-23H2,1-4H3/T24-/M1/S1",,SRRQPVVYXBTRQK-XMMPIXPASA-N,,580913,,24694752,,,C04230,,,,GLYCEROPHOSPHOLIPIDS,LIPID,LIPIDS,,,GLYCEROPHSOPHOLIPIDS,LIPID,LYSOLIPID,,,,,Glycerophospholipids,1-acyl-sn-glycero-3-phosphocholines,Organic compounds,Glycerophosphocholines,Lipids and lipid-like molecules,,,,,,LPC(17:0),Glycerophosphocholines,Monoacylglycerophosphocholines,Glycerophosphocholines,Monoacylglycerophosphocholines,,1-heptadecanoylglycerophosphocholine,1-margaroylglycerophosphocholine (17:0),,,,,,lysoPhosphatidylcholine a C17:0,1-margaroyl-GPC (17:0),,,,,1-heptadecanoylglycerophosphocholine,1-margaroyl-GPC (17:0),1-margaroyl-GPC (17:0),,M33957,M44682,,,,,,,,,,,,,,_1_heptadecanoylglycerophosph,_1_margaroylglycerophosphocho,_1_heptadecanoylglycerophosph,_1_margaroylglycerophosphocho,_1_heptadecanoylglycerophosph,,,,,,lysopc_a_c17_0,,,m33957,,lysopc a c17:0,,,,,lysopc.a.c17.0,,m44682,1_margaroyl_gpc__17_0_,logm19,,_1_heptadecanoylglycerophosph,_1_margaroylglycerophosphocho,,margaroylglycerophosphocholine170_std,glyceroph_lysopc_a_c17_0,glyceroph_lysopc_a_c17_0,glyceroph_lysopc_a_c17_0,glyceroph_lysopc_a_c17_0,glyceroph_lysopc_a_c17_0,glyceroph_lysopc_a_c17_0,lysopc.a.c17.0,m_38,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
CHEM100002171,0,8,3,1-heptadecanoylglycerophosphoethanolamine* (1-margaroylglycerophosphoethanolamine*),,1-heptadecanoylglycerophosphoethanolamine* (1-margaroylglycerophosphoethanolamine*),1-HEPTADECANOYLGLYCEROPHOSPHOETHANOLAMINE,1-heptadecanoylglycerophosphoethanolamine*,1-HEPTADECANOYLGLYCEROPHOSPHOETHANOLAMINE*(1-MARGAROYLGLYCEROPHOSPHOETHANOLAMINE*),1-margaroyl-GPE (17:0)*,1-MARGAROYLGLYCEROPHOSPHOETHANOLAMINE,1-margaroylglycerophosphoethanolamine*,,,,,,,,,,,,,,,,,,,,,,,,,,,,100002171,,37419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_1_HEPTADECANOYLGLYCEROPEA,_1_MARGAROYLGLYCEROPHOSPHOETH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIPID,,,,,LYSOLIPID,,,,,,,,,,,,,,,,,LPE(17:0),Glycerophosphoethanolamines,Monoacyglycerophosphoethanolamines,Glycerophosphoethanolamines,Monoacyglycerophosphoethanolamines,,,,,,,,,,1-margaroyl-GPE (17:0)*,,,,,,,1-margaroyl-GPE (17:0)*,,,M37419,,,,,,,,,,,,,,,_1_margaroylglycerophosphoeth,,_1_margaroylglycerophosphoeth,_1_heptadecanoylglyceropea,,,,,,,,,,,,,,,,,,m37419,1_margaroyl_gpe__17_0__,,,_1_heptadecanoylglyceropea,_1_margaroylglycerophosphoeth,,,,,,,,,,m_39,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
CHEM100002394,0,9,1,1-hydroxy-2-naphthalenecarboxylate,,1-hydroxy-2-naphthalenecarboxylate,1-HYDROXY-2-NAPHTHALENECARBOXYLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100002394,,38140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6844,,,,,,,,_1_HYDROXY_2_NAPHTHALENECARBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,86-48-6,,,,,,,,,,,6583,,,C03203,,,,XENOBIOTICS,,,,,DRUG,DRUG - OTHER,XENOBIOTICS,,,,,,,,,,,,,,,1-hydroxy-2-naphthoate,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids,Naphthalenecarboxylic acids and derivatives,Naphthalenecarboxylic acids,,,,,,,,,,1-hydroxy-2-naphthalenecarboxylate,,,,,,,,,,,,,,,,,,,_1_HYDROXY_2_NAPHTHALENECARBO,,,_1-hydroxy-2-naphthalenecarboxylate,_1_hydroxy_2_naphthalenecarbo,,,,,,,1-hydroxy-2-naphthalenecarbo,,,,,,,,1-hydroxy-2-naphthalenecarboxylate,,,metmss38140,,,,,,,,,,,_1_hydroxy_2_naphthalenecarbo,,,,,,,,,m_33,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
HMDB37143,0,0,1,1-Hydroxy-3-nonanone,1-Hydroxy-3-nonanone,,1-HYDROXY-3-NONANONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5362570,,,,,HMDB0037143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67801-46-1,,,,,"InChI=1S/C9H18O2/c1-2-3-4-5-6-9(11)7-8-10/h10H,2-8H2,1H3",,KCTDZLVBGWXNSQ-UHFFFAOYSA-N,,,,4515083,,,,,,,,,,,,,,,,,,,Fatty Acyls,Fatty alcohols,Organic compounds,Fatty alcohols,Lipids and lipid-like molecules,,,,,,,,,,,,,,,,,,,,,,,,1-hydroxy-3-nonanone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,pre-existing,pre-existing,,,,,,0
HMDB10405,0,14,1,LysoPC(24:0),LysoPC(24:0),1-lignoceroyl-GPC (24:0),1-LIGNOCEROYL-GPC(24:0),Glycerophospholipids lysoPC a C24:0,lysoPC a C24:0,Lysophosphatidylcholine (acyl) C24:0,lysoPhosphatidylcholine acyl C24:0  ( lysoPC a C24:0 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,100002873,,49617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24779481,,,,,HMDB0010405,,,_1_LIGNOCEROYL_GPC__24_0_,,,,,,,,,,,,,,,,,,,,,,,,,,,,325171-59-3,,,,,"INCHI=1S/C32H66NO7P/C1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-32(35)38-29-31(34)30-40-41(36,37)39-28-27-33(2,3)4/H31,34H,5-30H2,1-4H3/T31-/M1/S1",,SKJMUADLQLZAGH-WJOKGBTCSA-N,,,,24766539,,,C04230,,,,GLYCEROPHOSPHOLIPIDS,LIPID,LIPIDS,,,GLYCEROPHSOPHOLIPIDS,LIPID,LYSOLIPID,LYSOPHOSPHOLIPID,,,,Glycerophospholipids,1-acyl-sn-glycero-3-phosphocholines,Organic compounds,Glycerophosphocholines,Lipids and lipid-like molecules,,,,,,LPC(24:0),Glycerophosphocholines,Monoacylglycerophosphocholines,Glycerophosphocholines,Monoacylglycerophosphocholines,,,,,,,,,lysoPhosphatidylcholine a C24:0,,,,,,,,,,,,,,,,,,,,,_1-lignoceroyl-gpc (24:0),,_1-lignoceroyl-gpc (24:0),,,,,,,,1-lignoceroyl-GPC (24:0),,,,,1-lignoceroyl-gpc (24:0),,,1-lignoceroyl-gpc_(24:0),lysopc a c24:0,,metmss49617,,,lysopc.a.c24.0,,,1_lignoceroyl_gpc__24_0_,,,,,,,,glyceroph_lysopc_a_c24_0,,glyceroph_lysopc_a_c24_0,,,,,,,,,,x49617,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
HMDB10388,0,18,4,"LysoPC(18:3(9Z,12Z,15Z))","LysoPC(18:3(9Z,12Z,15Z))",1-linolenoyl-GPC (18:3)* or 1-linolenoylglycerophosphocholine (18:3n3)*,1-LINOLENOYL-GPC(18:3),1-linolenoyl-GPC (18:3)*,1-LINOLENOYL-GPC(18:3)*OR1-LINOLENOYLGLYCEROPHOSPHOCHOLINE(18:3N3)*,1-LINOLENOYLGLYCEROPHOSPHOCHOLINE(18:3N3),1-linolenoylglycerophosphocholine (18:3n3)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100005350,,44562,45951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24779469,,,,,HMDB0010388,,,_1_LINOLENOYLGLYCEROPHOSPHOCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h6-7,9-10,12-13,25,28H,5,8,11,14-24H2,1-4H3/b7-6-,10-9-,13-12-/t25-/m1/s1",,WKQNRCYKYCKESD-YVHLTTHBSA-N,,,,24766528,,,C04230,,,,LIPID,,,,,LIPID,LYSOLIPID,LYSOPHOSPHOLIPID,LYSOPHOSPHOLIPID; LYSOLIPID,,,,Glycerophospholipids,1-acyl-sn-glycero-3-phosphocholines,Organic compounds,Glycerophosphocholines,Lipids and lipid-like molecules,,,,,,LPC(18:3),,,LIPID,LIPID,,,1-linolenoylglycerophosphocholine (18:3n3)*,,,,,,,1-linolenoyl-GPC (18:3)*,,,,,,,1-linolenoyl-GPC (18:3)*,,,M45951,,,,,,,,,_1_LINOLENOYLGLYCEROPHOSPHOCH,_1-linolenoyl-gpc (18:3)*,,_1-linolenoyl-gpc (18:3)*,_1_linolenoylglycerophosphoch,,_1_linolenoylglycerophosphoch,,_1_linolenoylglycerophosphoch,,,1-linolenoylglycerophosphoch,,,,,1-linolenoyl-gpc (18:3)*,,,1-linolenoyl-gpc_(18:3),,,metmss45951,,,,,m45951,1_linolenoyl_gpc__18_3__,,,,_1_linolenoylglycerophosphoch,_1_linolenoylglycerophosphoch,,,,,,,,,m_34,,,,,,x45951,,,,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
CHEM100005714,0,3,0,1-linolenoylglycerophosphoethanolamine (18:3n3)*,,1-linolenoylglycerophosphoethanolamine (18:3n3)*,1-LINOLENOYLGLYCEROPHOSPHOETHANOLAMINE(18:3N3)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100005714,,45976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_1_LINOLENOYLGLYCEROPHOSPHOET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIPID,,,,,LYSOLIPID,,,,,,,,,,,,,,,,,LPE(18:3),Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines,Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_1_linolenoylglycerophosphoet,,_1_linolenoylglycerophosphoet,,,,,,,,,,,,,,,,,,,,,,,,_1_linolenoylglycerophosphoet,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
CHEM100009222,0,0,0,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,,1-linoleoyl-2-arachidonoyl-GPE (18:2/20:4)*,1-LINOLEOYL-2-ARACHIDONOYL-GPE(18:2/20:4)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100009222,,53189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_1_LINOLEOYL_2_A_GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIPID,,,,,PHOSPHOLIPIDMETABOLISM,,,,,,,,,,,,,,,,,PE(18:2_20:4),,,LIPID,PHOSPHOLIPIDMETABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,1
COMP53211,0,0,0,1-linoleoyl-2-docosapentaenyol-GPC (18:2/22:5n3)*,,1-linoleoyl-2-docosapentaenyol-GPC (18:2/22:5n3)*,1-LINOLEOYL-2-DOCOSAPENTAENYOL-GPC(18:2/22:5N3)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_1_LINOLEOYL_2_DOCOSAPENT_GPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIPID,,,,,PHOSPHOLIPIDMETABOLISM,,,,,,,,,,,,,,,,,PC(18:2_22:5),,,LIPID,PHOSPHOLIPIDMETABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,1
HMDB08141,0,10,0,"PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*,1-LINOLEOYL-2-LINOLENOYL-GPC(18:2/18:3)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100009343,,53176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52922731,,,,,HMDB0008141,,,_1_LINOLEOYL_2_LINOLENOYL_GPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"InChI=1S/C44H78NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-43(46)50-40-42(41-52-54(48,49)51-39-38-45(3,4)5)53-44(47)37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h9,11,14-17,20-23,42H,6-8,",,HZGAVPNEGHQJID-UNBCHYIMSA-N,,,,24766802,,,C00157,,,,LIPID,,,,,LIPID,PHOSPHATIDYLCHOLINE(PC),PHOSPHOLIPIDMETABOLISM,,,,,Glycerophospholipids,Phosphatidylcholines,Organic compounds,Glycerophosphocholines,Lipids and lipid-like molecules,,,,,,PC(18:2_18:3),,,LIPID,LIPID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_1-linoleoyl-2-linolenoyl-gpc (18:2/18:3)*,,_1-linoleoyl-2-linolenoyl-gpc (18:2/18:3)*,,,,,,,,1-linoleoyl-2-linolenoyl-GPC,,,,,1-linoleoyl-2-linolenoyl-gpc (18:2/18:3)*,,,1-linoleoyl-2-linolenoyl-gpc_(18:2/18:3),,,metmss53176,,,,,,1_linoleoyl_2_linolenoyl_gpc__18_2_18_3__,,,,,,,,,,,,,,,,,,,,x53176,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,pre-existing,pre-existing,,,,,,0
